timestamp,target_flag,sensor_torque,sensor_rpm,act_target_torque,act_target_velocity,load_target_torque,load_target_velocity,act_torque,act_vel,act_pos,load_torque,load_vel,load_pos
20:37:22.773,0,0.0,0,0,0,0,0,129,342,26790820,55,-1483,-74061216
20:37:22.778,0,0.0,0,0,0,0,0,4,-86,26790816,8,909,-74061208
20:37:22.783,0,0.0,0,0,0,0,0,8,-247,26790816,8,-1967,-74061232
20:37:22.788,0,0.0,0,0,0,0,0,-17,1602,26790828,0,489,-74061216
20:37:22.793,0,0.0,0,0,0,0,0,-6,970,26790822,-24,-1627,-74061216
20:37:22.798,0,0.0,0,0,0,0,0,-9,-760,26790812,24,841,-74061208
20:37:22.803,0,0.0,0,0,0,0,0,0,-701,26790812,16,450,-74061216
20:37:22.808,0,0.0,0,0,0,0,0,0,1242,26790822,33,425,-74061216
20:37:22.813,0,0.0,0,0,0,0,0,20,1114,26790822,34,395,-74061216
20:37:22.818,0,0.0,0,0,0,0,0,8,410,26790820,24,582,-74061216
20:37:22.823,0,0.0,0,0,0,0,0,-1,1139,26790822,15,-1509,-74061216
20:37:22.828,0,0.0,0,0,0,0,0,1,-1377,26790808,-16,534,-74061216
20:37:22.833,0,0.0,0,0,0,0,0,6,-960,26790812,9,-224,-74061216
20:37:22.838,0,0.0,0,0,0,0,0,-5,-1297,26790808,47,-683,-74061216
20:37:22.844,0,0.0,0,0,0,0,0,10,-1366,26790808,36,-127,-74061216
20:37:22.849,0,0.0,0,0,0,0,0,1,882,26790822,-5,528,-74061216
20:37:22.854,0,0.0,0,0,0,0,0,1,913,26790822,11,479,-74061216
20:37:22.859,0,0.0,0,0,0,0,0,7,1079,26790822,-22,-179,-74061216
20:37:22.864,0,0.0,0,0,0,0,0,11,-806,26790812,-36,1064,-74061208
20:37:22.869,0,0.0,0,0,0,0,0,-20,-1525,26790808,-19,589,-74061216
20:37:22.874,0,0.0,0,0,0,0,0,24,922,26790822,-45,-1485,-74061216
20:37:22.879,0,0.0,0,0,0,0,0,-6,925,26790822,18,-571,-74061216
