timestamp,target_flag,sensor_torque,sensor_rpm,act_target_torque,act_target_velocity,load_target_torque,load_target_velocity,act_torque,act_vel,act_pos,load_torque,load_vel,load_pos
20:50:07.606,0,0.0,0,0,0,0,0,-5,321,8343242,12,-2101,-55614968
20:50:07.611,0,0.0,0,0,0,0,0,9,148,8343241,2,284,-55614952
20:50:07.616,0,0.0,0,0,0,0,0,-2,98,8343241,18,416,-55614952
20:50:07.621,0,0.0,0,0,0,0,0,-3,300,8343242,7,282,-55614952
20:50:07.626,0,0.0,0,0,0,0,0,-8,-1553,8343231,-24,-106,-55614960
20:50:07.631,0,0.0,0,0,0,0,0,21,272,8343242,-10,-2017,-55614968
20:50:07.636,0,0.0,0,0,0,0,0,3,865,8343245,-9,410,-55614952
20:50:07.641,0,0.0,0,0,0,0,0,-11,390,8343242,7,-137,-55614960
20:50:07.646,0,0.0,0,0,0,0,0,-8,328,8343242,-13,-2136,-55614968
20:50:07.651,0,0.0,0,0,0,0,0,-80,-1722,8343229,2,382,-55614952
20:50:07.656,0,0.0,0,0,0,0,0,-23,-948,8343234,3,-28,-55614960
20:50:07.661,0,0.0,0,0,0,0,0,45,-1114,8343233,14,-1314,-55614968
20:50:07.666,0,0.0,0,0,0,0,0,-5,-1559,8343231,-23,409,-55614952
20:50:07.671,0,0.0,0,0,0,0,0,6,254,8343241,8,-194,-55614960
20:50:07.676,0,0.0,0,0,0,0,0,0,738,8343245,-14,-13,-55614960
20:50:07.681,0,0.0,0,0,0,0,0,0,41,8343241,20,603,-55614952
20:50:07.686,0,0.0,0,0,0,0,0,15,398,8343242,-6,443,-55614952
20:50:07.691,0,0.0,0,0,0,0,0,0,359,8343242,-13,447,-55614952
20:50:07.697,0,0.0,0,0,0,0,0,-11,-257,8343238,6,-225,-55614960
20:50:07.702,0,0.0,0,0,0,0,0,6,-351,8343238,7,-22,-55614960
20:50:07.707,0,0.0,0,0,0,0,0,-28,-1720,8343229,29,58,-55614960
20:50:07.712,0,0.0,0,0,0,0,0,6,269,8343242,-10,-47,-55614960
20:50:07.717,0,0.0,0,0,0,0,0,0,116,8343241,-3,90,-55614960
20:50:07.722,0,0.0,0,0,0,0,0,18,311,8343242,7,117,-55614960
20:50:07.727,0,0.0,0,0,0,0,0,-2,-1504,8343231,13,118,-55614960
20:50:07.732,0,0.0,0,0,0,0,0,-5,202,8343241,-5,-35,-55614960
20:50:07.737,0,0.0,0,0,0,0,0,3,215,8343241,-2,81,-55614960
20:50:07.742,0,0.0,0,0,0,0,0,-5,399,8343242,4,123,-55614960
20:50:07.747,0,0.0,0,0,0,0,0,-11,239,8343241,-16,-621,-55614964
20:50:07.752,0,0.0,0,0,0,0,0,6,-882,8343234,-10,134,-55614960
20:50:07.757,0,0.0,0,0,0,0,0,3,785,8343245,0,56,-55614960
20:50:07.762,0,0.0,0,0,0,0,0,-5,-1090,8343233,20,621,-55614952
20:50:07.767,0,0.0,0,0,0,0,0,6,182,8343241,25,168,-55614960
20:50:07.772,0,0.0,0,0,0,0,0,9,289,8343242,17,151,-55614960
20:50:07.777,0,0.0,0,0,0,0,0,-5,176,8343241,20,78,-55614960
20:50:07.782,0,0.0,0,0,0,0,0,12,-959,8343234,-11,240,-55614960
20:50:07.788,0,0.0,0,0,0,0,0,-11,-1083,8343233,1,675,-55614952
20:50:07.793,0,0.0,0,0,0,0,0,-5,97,8343241,14,-450,-55614960
20:50:07.798,0,0.0,0,0,0,0,0,15,754,8343245,10,747,-55614952
20:50:07.803,0,0.0,0,0,0,0,0,-23,290,8343242,-14,-1122,-55614968
20:50:07.808,0,0.0,0,0,0,0,0,12,355,8343242,-27,744,-55614952
20:50:07.813,0,0.0,0,0,0,0,0,21,313,8343242,19,688,-55614952
20:50:07.818,0,0.0,0,0,0,0,0,6,141,8343241,0,651,-55614952
20:50:07.823,0,0.0,0,0,0,0,0,3,-310,8343238,6,287,-55614960
20:50:07.828,0,0.0,0,0,0,0,0,0,766,8343245,8,-458,-55614964
20:50:07.833,0,0.0,0,0,0,0,0,-17,-539,8343238,-16,-470,-55614964
20:50:07.838,0,0.0,0,0,0,0,0,6,252,8343242,3,270,-55614960
20:50:07.843,0,0.0,0,0,0,0,0,-8,324,8343242,12,188,-55614960
20:50:07.848,0,0.0,0,0,0,0,0,-6,898,8343245,-23,383,-55614960
20:50:07.853,0,0.0,0,0,0,0,0,0,-1632,8343229,5,-1082,-55614968
20:50:07.858,0,0.0,0,0,0,0,0,-30,1700,8343250,33,-2135,-55614972
20:50:07.863,0,0.0,0,0,0,0,0,-21,-206,8343245,27,405,-55614960
20:50:07.868,0,0.0,0,0,0,0,0,-29,811,8343245,-5,296,-55614960
20:50:07.873,0,0.0,0,0,0,0,0,-8,225,8343241,23,-460,-55614964
20:50:07.879,0,0.0,0,0,0,0,0,39,-1101,8343233,3,809,-55614952
20:50:07.884,0,0.0,0,0,0,0,0,0,1058,8343247,-8,-307,-55614964
20:50:07.889,0,0.0,0,0,0,0,0,6,363,8343242,0,354,-55614960
20:50:07.894,0,0.0,0,0,0,0,0,21,1438,8343249,-18,-939,-55614968
20:50:07.899,0,0.0,0,0,0,0,0,0,1423,8343249,-18,631,-55614952
20:50:07.904,0,0.0,0,0,0,0,0,-13,322,8343242,-13,-1048,-55614968
20:50:07.909,0,0.0,0,0,0,0,0,-8,2191,8343254,-15,680,-55614952
20:50:07.914,0,0.0,0,0,0,0,0,-5,203,8343241,18,-1208,-55614968
20:50:07.919,0,0.0,0,0,0,0,0,6,197,8343241,5,-481,-55614960
20:50:07.924,0,0.0,0,0,0,0,0,27,1677,8343250,6,228,-55614960
20:50:07.929,0,0.0,0,0,0,0,0,-14,969,8343247,-2,-287,-55614960
20:50:07.934,0,0.0,0,0,0,0,0,9,-1688,8343229,-20,773,-55614952
20:50:07.939,0,0.0,0,0,0,0,0,-5,-1140,8343233,-6,788,-55614952
20:50:07.944,0,0.0,0,0,0,0,0,-5,-1153,8343233,0,318,-55614960
20:50:07.949,0,0.0,0,0,0,0,0,6,-1075,8343233,2,-292,-55614960
20:50:07.954,0,0.0,0,0,0,0,0,-2,228,8343241,-18,901,-55614952
20:50:07.959,0,0.0,0,0,0,0,0,-26,165,8343241,4,-780,-55614968
20:50:07.964,0,0.0,0,0,0,0,0,3,336,8343242,-6,-1344,-55614968
20:50:07.969,0,0.0,0,0,0,0,0,-2,141,8343241,-18,1052,-55614952
20:50:07.975,0,0.0,0,0,0,0,0,39,-400,8343238,-25,974,-55614952
20:50:07.980,0,0.0,0,0,0,0,0,-11,1586,8343250,-21,-255,-55614964
