124,0,341,0,289,0,216,0,204,0,205,0
89,0,0
136,0,221,0,193,0
237,20,252,0,316,0,209,0,144,107,282,239
44,34,319,0,320,0,231,52,161,87,337,242
103,27,291,29,324,28,191,60,135,77,272,269
93,23,353,30,332,31,204,32,140,88,296,276
83,24,868,33,568,28,136,33,112,107,631,133
40,23,89,29,91,24,83,28,28,21,81,63
